msg_id,score,is_useful,p_tag,split,len,text,id
<2245516.1075857238681.JavaMail.evans@thyme>,0.98341805,1,P_9,test,15,lets talk about the projects steve is looking to model sometime early this week .,2
<32963135.1075840719529.JavaMail.evans@thyme>,0.2940808,0,P_2,train,9,""" hans kernkamp "" "" mark hunt "" <",14
<15157588.1075844221428.JavaMail.evans@thyme>,0.32473093,1,P_3,train,16,the cpuc has 90 days from the effective date to notify customers of their obligations .,14
<33194055.1075855680782.JavaMail.evans@thyme>,0.4543585,1,P_4,train,19,"all loans for residential construction , that are intended for re - sale , are full recourse loans .",10
<29702433.1075842001978.JavaMail.evans@thyme>,0.36140117,0,P_3,train,3,RE: Performing Contracts,0
<19906136.1075845518882.JavaMail.evans@thyme>,0.2886366,0,P_2,train,7,fax 512 - 439 - 5801 www.netbotz.com,15
<27441537.1075843619111.JavaMail.evans@thyme>,0.8395673,1,P_8,train,26,socal gas says it has to put gas in storage for winter and may not be able to do that and serve the power plants .,11
<27390113.1075845081663.JavaMail.evans@thyme>,0.44748753,1,P_4,train,14,an open q&a session will occur during the last hour of the presentation .,6
<9734012.1075843603395.JavaMail.evans@thyme>,0.18058585,0,P_1,train,7,a8 length : 626 words headline :,685
<1360866.1075857029112.JavaMail.evans@thyme>,0.31169838,0,P_3,train,5,shirley crenshaw 12/14/99 07:55 am,11
<18372351.1075853277324.JavaMail.evans@thyme>,0.28368858,0,P_2,test,5,Re: Internal Legal Representation Letter,0
<33208335.1075861085480.JavaMail.evans@thyme>,0.15440767,0,P_1,test,19,"baltimore , md boston , ma $ 119 baltimore , md denver , co $ 179 ( c )",12
<3028536.1075863724125.JavaMail.evans@thyme>,0.80478865,1,P_8,train,33,"i know kathryn mclean has been providing overall statistical reports to cindy olson , so these probably already exist and are being finalized for the vp / md meeting 7/31 and 8/1 .",20
<20081107.1075861032668.JavaMail.evans@thyme>,0.027591597,0,P_0,train,17,", sara sent : 03 january 2002 18:50 to : hemsley , simon subject : re :",2
<25643746.1075854151161.JavaMail.evans@thyme>,0.44444668,0,P_4,train,4,April 2000 spot supply,0
<10942803.1075857437277.JavaMail.evans@thyme>,0.7657269,1,P_7,test,26,the following is a brief summary of the results of yesterday 's video conference and this morning 's follow - up session with tim hermann .,1
<28138990.1075840938563.JavaMail.evans@thyme>,0.35519475,0,P_3,test,12,shares of duke energy corp. fell $ 1.33 to $ 37.81 .,85
<29202085.1075858599758.JavaMail.evans@thyme>,0.35315225,1,P_3,train,8,tropical depression fourteen forecast / advisory number 2,2
<10617939.1075843960178.JavaMail.evans@thyme>,0.40372822,1,P_4,train,20,"would you please again give me the following : course description , date , # and year of students ?",19
<11220977.1075861490185.JavaMail.evans@thyme>,0.20337124,0,P_2,train,6,rebecca fite / enron@enronxgate subject :,35
<15921145.1075857569947.JavaMail.evans@thyme>,0.2860348,0,P_2,train,12,"( ex . , europe , singapore , sydney , etc .",18
<11308970.1075844152583.JavaMail.evans@thyme>,0.99735343,1,P_9,val,30,"el paso could add compression to the proposed line 2000 project , or it could replace or recommission the compression that the pending application proposes to abandon in place .",9
<29798585.1075845307660.JavaMail.evans@thyme>,0.9944423,0,P_9,train,22,"hopefully , these issues will spark a few i= nteresting responses which will be used that week in a feature article .",5
<1741306.1075855908283.JavaMail.evans@thyme>,0.142484,0,P_1,train,14,"kim melodick / hou / ect@ect , norma villarreal / hou / ect@ect ,",21
<5971335.1075863404139.JavaMail.evans@thyme>,0.3471941,0,P_3,train,6,is 832 - 725 - 5529,4
<2279534.1075840750674.JavaMail.evans@thyme>,0.09566896,1,P_0,train,18,find out why some of the wealthiest people in the world are heavily invested in this industry .,2
<16051985.1075843182403.JavaMail.evans@thyme>,0.1384582,1,P_1,test,23,"terry temescu of lyric capital , and bob stein of ascendant capital , were added to the company 's board of directors .",174
<19670137.1075843672675.JavaMail.evans@thyme>,0.041449845,1,P_0,train,23,"* from friday 's la times * in separate meetings , gov davis met with energy secretary spencer abraham then with ken lay",1
<19402503.1075852918293.JavaMail.evans@thyme>,0.2076672,1,P_2,train,31,the versions are based on the current settlement adjustment ( sa1 ) csv files minus the supplemental invoice csv files which were posted just after the original april 2001 billing .,2
<3066114.1075847985820.JavaMail.evans@thyme>,0.7117344,1,P_7,train,19,( many more individual owners and 100 % needed to complete the connection within the selected route ) .,10
<4367630.1075843732599.JavaMail.evans@thyme>,0.7375006,0,P_7,train,22,"if the ne= w=20 plants are to come on line , construction will have to begin by mid - march.= = 20",165
<1610159.1075863017104.JavaMail.evans@thyme>,0.8863236999999999,1,P_8,train,9,advertise your club or event here ! ! !,14
<16200262.1075846791437.JavaMail.evans@thyme>,0.4104905,0,P_4,train,6,"fwd : hey , girlfriends !",5
<140925.1075853240912.JavaMail.evans@thyme>,0.99019974,1,P_9,train,28,"additional sale proceeds are anticipated to be deposited in the near future , with the total running in the range of about $ 5.5 - 6 million .",24
<28351570.1075840407272.JavaMail.evans@thyme>,0.8443579,1,P_8,val,16,featured reports include the january mutual fund prospector and a high - yield muni fund .,3
<20234846.1075843618341.JavaMail.evans@thyme>,0.6420657,1,P_6,test,7,online financial technology firm xigo closes down,5
<6695747.1075846361617.JavaMail.evans@thyme>,0.0583770459999999,1,P_0,train,41,"also on monday , morgan stanley dean witter & co. and banc of america securities lowered their ratings on pg&e corp. 's stock , which fell monday to $ 21.94 a share , down $ 1.63 , nearly 7 percent .",40
<1486879.1075840761792.JavaMail.evans@thyme>,0.26350534,1,P_2,train,26,"jeb bolding is senior consultant with enterprise management associates in boulder , colo. , an analyst and market research firm focusing exclusively on enterprise management .",37
<25260419.1075858724037.JavaMail.evans@thyme>,0.1459865,1,P_1,train,25,"improve the administration of njfamilycare , the state 's subsidized health insurance program , so that more children and families benefit from health coverage .",11
<26817278.1075863319029.JavaMail.evans@thyme>,0.3591643,0,P_3,train,12,"15mw , sp15 , friday and saturday , above $ 40 .",11
<17746391.1075862248970.JavaMail.evans@thyme>,0.055982087,0,P_0,train,22,", paul = 20 sent:=09monday , september 24 , 2001 11:08 am to:=09hill , jo ann subject:=09re : letter for karen huang",4
<31227796.1075853949596.JavaMail.evans@thyme>,0.0015953523,0,P_0,train,24,enron north america corp. from : dana davis 11/29/2000 04:50 pm to : leselycm@hotmail.com cc : subject : whazzup .......... ? ? ? ?,2
<27967603.1075861093391.JavaMail.evans@thyme>,0.40386426,0,P_4,val,2,RE: Schedule,0
<4309643.1075847179864.JavaMail.evans@thyme>,0.99600005,1,P_9,test,10,good luck with the next stage of your life .,1
<31322242.1075859684225.JavaMail.evans@thyme>,0.40717524,1,P_4,train,7,Project Crane - Pulp & Paper Acquisition,0
<8593617.1075841176356.JavaMail.evans@thyme>,0.12819196,1,P_1,train,8,""" these are particularly dangerous times internationally .",2037
<26994769.1075840772416.JavaMail.evans@thyme>,0.44043055,0,P_4,train,1,B-C,0
<686989.1075863375569.JavaMail.evans@thyme>,0.16125537,1,P_1,train,21,the report named : violation / notification memo published as of 09/19/2001 is now available for viewing on the website .,1
<9175533.1075860776934.JavaMail.evans@thyme>,0.98627615,1,P_9,train,22,a friend of mine that i 've known since college at harding is looking for a job in it or consulting .,1
<8001248.1075840969958.JavaMail.evans@thyme>,0.85950553,0,P_8,train,8,"to enter , email your photo to photos@smartmoney.com",33
<14250719.1075844503929.JavaMail.evans@thyme>,0.20721574,1,P_2,train,34,"one settlement method physical ( a ) net share net cash ( 1 ) initial classification : equity x x asset liability x ( 2 ) initial measurement , subsequent classification and measurement :",65
<28669315.1075854324406.JavaMail.evans@thyme>,0.38994342,1,P_3,val,11,"she 's been having headaches , so i was concerned .",4
<2806335.1075845345179.JavaMail.evans@thyme>,0.23225054,1,P_2,train,18,"june 4 : iu alumni club of northwest indiana golf outing , innsbrook country club , merrillville ,",55
<11632529.1075857568142.JavaMail.evans@thyme>,0.75305796,1,P_7,train,17,"if delaney has a firm "" bird in the hand "" he should take the turbine .",11
<28653863.1075863603246.JavaMail.evans@thyme>,0.86723447,1,P_8,train,46,"by the end of the decade , internet - related activity and e - commerce could account for about 25 % to 35 % of the total u.s. electric demand , said raymond james analyst frederick schultz , compared with about 8 % in 1998 .",17
<6783927.1075854983721.JavaMail.evans@thyme>,0.3151993,0,P_3,train,5,mathew smith personnel number :,8
<23886805.1075860457412.JavaMail.evans@thyme>,0.09966027,0,P_0,train,19,the multiple causes that conspired to darken california on tuesday=20 underscored the difficulty officials face in keeping the lights,1112
<7172037.1075840430739.JavaMail.evans@thyme>,0.049744632,0,P_0,train,18,"from : dickson , stacy e. sent : tuesday , september 18 , 2001 10:35 am to :",2
<16781903.1075840329972.JavaMail.evans@thyme>,0.96904737,1,P_9,train,13,"as soon as you sign up , i 'll finish the story ...",51
<5525678.1075852152716.JavaMail.evans@thyme>,0.48590377,1,P_4,train,10,"epmi short term california 34 163,283 epmi short term northwest",19
<18435561.1075845081573.JavaMail.evans@thyme>,0.99095273,1,P_9,train,16,"hi , i just came across following discussion on economics that provides an interesting insight .",1
<18801386.1075840911356.JavaMail.evans@thyme>,0.7744802,0,P_7,train,6,co. 140 australia & new zealand,393
<21486558.1075858420244.JavaMail.evans@thyme>,0.18064885,0,P_1,train,6,subject : re : analyst request,15
<31888032.1075849421831.JavaMail.evans@thyme>,0.45828632,0,P_4,val,7,to=20 expand oil and gas drilling .,155
<32830148.1075854997988.JavaMail.evans@thyme>,0.9606861,1,P_9,train,12,today is your last chance to make your united way pledge .,4
<20078192.1075860052011.JavaMail.evans@thyme>,0.0654675,1,P_0,train,14,stocks relief rally fail just shy of our $ 38 protective stop loss .,84
<30506754.1075860735494.JavaMail.evans@thyme>,0.754528,1,P_7,train,22,"if you 're a smoker , the questions probably wo n't surprise you , as you 've probably had them yourself .",58
<18316903.1075858572544.JavaMail.evans@thyme>,0.23530643,1,P_2,train,17,"the contract still has tenaska gas co as a counterparty , instead of enron north america .",19
<7684531.1075844453310.JavaMail.evans@thyme>,0.31231228,0,P_3,val,6,Current members of Financial Confirmations Group,0
<1587866.1075841055989.JavaMail.evans@thyme>,0.26080692,1,P_2,train,10,migration off fddi and general maintenance for server reporter .,13
<209799.1075852106044.JavaMail.evans@thyme>,0.5911214,1,P_5,train,13,"the new york times on the web thursday , october 25 , 2001",1
<11302666.1075859175188.JavaMail.evans@thyme>,0.7439664,1,P_7,train,19,extend the evening into an all - day affair and really have a new year 's to remember .,44
<17596765.1075849446137.JavaMail.evans@thyme>,0.00016216017,0,P_0,train,26,"charles.r.budd@ucm.com > , "" ' charles t. halnan ( e - mail ) ' "" ? ? ? ? ? ? ? ? ? ? ?",36
<30260708.1075841991891.JavaMail.evans@thyme>,0.7715656999999999,1,P_7,val,9,location is eb10c2 cancelled due to technical problems .,4
<30368133.1075843736881.JavaMail.evans@thyme>,0.11350256,1,P_1,train,34,"the cabinet on tuesday approved the transfer of 200 acres of land being held by the indian navy at hutbay , little andaman , to the andaman and nicobar administration free of cost .",367
<24280647.1075846714045.JavaMail.evans@thyme>,0.75310713,1,P_7,train,9,RE: Tom Beach may have sent you a virus,0
<10845985.1075859605764.JavaMail.evans@thyme>,0.563621,1,P_5,train,24,-- i am on my way to your desk with two initialled copies of the attachment -- the negotiated newpower eei cover sheet .,3
<29574220.1075845063939.JavaMail.evans@thyme>,0.36140117,0,P_3,train,3,Re: Credit derivatives,0
<31541980.1075844479660.JavaMail.evans@thyme>,0.9447026,1,P_9,train,42,"if we apply to the cftc for an "" agricultural trade option merchant "" license , then we will certainly form a new entity for this , although we have not decided whether or not we will apply for the license .",2
<26946157.1075854772551.JavaMail.evans@thyme>,0.11534033,0,P_1,train,28,"o'neal d winfree / hou / ect@ect , patrick ryder / na / enron@enron , ryan o'rourke / enron@enronxgate , darron c giron / hou / ect@ect ,",3
<12088104.1075845520096.JavaMail.evans@thyme>,0.06195149,0,P_0,train,7,company : phone : guest name :,18
<32150909.1075862223605.JavaMail.evans@thyme>,0.10868877,1,P_1,train,43,"psc chairman lauren "" bubba "" mcdonald jr. returning atlanta gas light to the role of regulated utility would require the very expensive proposition of reconstructing billing and customer service systems for 1.5 million customers , which was turned over to marketers .",128
<25390754.1075858142452.JavaMail.evans@thyme>,0.8861273000000001,1,P_8,train,13,this weekend we have to hit this new bar called the hub .,1
<12921592.1075840330629.JavaMail.evans@thyme>,0.39549738,1,P_3,train,8,< br > cubic zirconia accent stones <,70
<8407350.1075847120565.JavaMail.evans@thyme>,0.37385073,0,P_3,test,7,subject : counterparty approval list for 10/11/00,6
<7399838.1075861772348.JavaMail.evans@thyme>,0.8144496,0,P_8,train,11,presenters should email a one to three paragraph abstract to carries@tradefairgroup.com,6
<11205828.1075860039121.JavaMail.evans@thyme>,0.19150098,0,P_1,train,14,sweden and italy have particularly strict regulations on checking validity of signatures = >,16
<18127164.1075852324980.JavaMail.evans@thyme>,0.5620733,1,P_5,val,13,the audit on these two deals show that you entered the deals .,8
<5258081.1075861044670.JavaMail.evans@thyme>,0.43253416,0,P_4,train,7,$ 14.69 $ 14.29 $ 14.30 02/28/2002,15
<30124821.1075842324584.JavaMail.evans@thyme>,0.23246397,1,P_2,train,10,forwarded by debra perlingiere / hou / ect on 09/27/2000,4
<2219791.1075845290536.JavaMail.evans@thyme>,0.8912885,0,P_8,train,18,heath & sandy 's phone number is 979 - 823 - 6235 in case you need it .,1
<2538197.1075844087573.JavaMail.evans@thyme>,0.31779677,0,P_3,val,5,revised phone list attached ----------------------,54
<22807358.1075862238133.JavaMail.evans@thyme>,0.4827055,1,P_4,train,13,"an ira want a cozier retirement and some tax savings , too ?",24
<10724169.1075844264044.JavaMail.evans@thyme>,0.1952722,1,P_1,train,12,to settle lawsuit over use of private cellphone records clec asks fcc,12
<23889631.1075841156703.JavaMail.evans@thyme>,0.0529335359999999,0,P_0,train,9,hoffman.=20 even many tech insiders get it wrong .,537
<6688163.1075856436834.JavaMail.evans@thyme>,0.31991723,0,P_3,test,4,US Power Outlook 2001,0
<21917373.1075852637646.JavaMail.evans@thyme>,0.991712,1,P_9,train,19,as i am getting ready to move the pos from the long term to the short term book .,7
<25586972.1075845226527.JavaMail.evans@thyme>,0.19859412,1,P_1,train,12,what 's driving stock prices down is that they went up .,89
<22836330.1075858667833.JavaMail.evans@thyme>,0.15807977,1,P_1,train,32,""" it is unclear whether service of a "" business records "" subpoena on a > nonparty corporation in california compels production of its records > located outside the state . ...",113
<8449424.1075840036023.JavaMail.evans@thyme>,0.96281993,1,P_9,train,29,"los angeles was expecting high temperatures in the mid-60s through saturday , while most other major load centers were expecting highs in the low - to - mid-50s .",49
<20140502.1075852636965.JavaMail.evans@thyme>,0.50715303,1,P_5,train,10,please review my attached resume in ms word fomat .,12
<1019274.1075846305743.JavaMail.evans@thyme>,0.20252477,1,P_2,train,11,the state aggressively advertised a choice of new electricity providers .,93
<22696250.1075842255133.JavaMail.evans@thyme>,0.85550296,1,P_8,train,7,i would settle on 45 days .,7
<2933468.1075857636990.JavaMail.evans@thyme>,0.71530885,0,P_7,train,47,"petrochina 's most recent big discovery in t= he=20 sulige field in the northern ordos basin has proven reserves of 220 bcm.=20 petrochina is hoping to lure foreign firms to invest in the project,=20 including top three oil majors exxonmobil , royal / dutch shell group and",192
<4024104.1075857586855.JavaMail.evans@thyme>,0.8402728000000002,0,P_8,train,24,subject : credit suisse first boston csfb informed us today that their appalachia hedging deal will likely happen in the next two weeks .,5
<20931441.1075858900266.JavaMail.evans@thyme>,0.20749703,1,P_2,train,20,wood said yesterday that his job had been made easier by the efforts of california consumers to conserve energy .,230
<26345422.1075859829940.JavaMail.evans@thyme>,0.06301016,0,P_0,train,11,= 20 sufficiency of evidence that all defendants were grossly negligent,282
<10775761.1075858633341.JavaMail.evans@thyme>,0.2846325999999999,0,P_2,train,5,the third quarter restructuring charge,27
<30174661.1075852467741.JavaMail.evans@thyme>,0.21028273,1,P_2,val,7,re : for eol --market slides maggie,16
<5142620.1075863302590.JavaMail.evans@thyme>,0.39754206,0,P_3,train,9,"mailto:dpoole@caiso.com > , with cc to robert kott ,",14
<9142467.1075841136889.JavaMail.evans@thyme>,0.3766202,1,P_3,train,8,in the money : enron dip financing likely,107
<11626218.1075845564594.JavaMail.evans@thyme>,0.36873448,0,P_3,train,6,subject : 01/22 12:52 update 1-enron,3
<730497.1075860055525.JavaMail.evans@thyme>,0.1928292,0,P_1,train,5,""" subject : ect forms",17
<29764361.1075842832387.JavaMail.evans@thyme>,0.59035605,0,P_5,train,8,- open season package2 - 12 - 01.doc,12
<2757503.1075852682000.JavaMail.evans@thyme>,0.5320984999999999,1,P_5,train,17,this web cast is the first in batten 's electronic series on leadership and > transformation .,6
<32659453.1075843142295.JavaMail.evans@thyme>,0.37263635,1,P_3,train,46,"to icommerce san jose , calif. -- breakthrough , an internet business software firm that focuses on small and medium businesses as they adopt online business capabilities , said it has changed its name to icommerce to reflect the scope of the company 's services .",168
<31913736.1075851641380.JavaMail.evans@thyme>,0.7088812,1,P_7,train,24,"the nymex , near the world trade center site , was evacuated yesterday after two airplanes crashed into the center 's twin towers .",108
<15836274.1075858955151.JavaMail.evans@thyme>,0.070436575,0,P_0,val,13,"from : hansen , leslie sent : monday , october 01 , 2001",10
<12683965.1075854408565.JavaMail.evans@thyme>,0.31884912,0,P_3,train,8,"linda j ewing / hou / ect@ect ,",13
<23497762.1075842328660.JavaMail.evans@thyme>,0.97536486,0,P_9,train,5,thanks for the directions .,1
<32108870.1075858863152.JavaMail.evans@thyme>,0.83268505,1,P_8,train,8,offer and prices may change without notice .,21
<32775907.1075849805605.JavaMail.evans@thyme>,0.29518223,0,P_2,val,7,"vargas , 409 , 13=15 andar >",122
<32786148.1075849431991.JavaMail.evans@thyme>,0.02548364,0,P_0,train,51,"their contract is worth $ 180,000 for six months.=20 connell said it 's hard for her to imagine that lehane and fabiani are worki= ng=20 on state policy , as required by law , and not politics.=20 "" from my viewpoint , you 're asking californians to survive with fewer lights=",570
<6059674.1075852083135.JavaMail.evans@thyme>,0.8084703000000001,1,P_8,train,11,the company that i plan on using is poutous auto >,36
<28702626.1075860864028.JavaMail.evans@thyme>,0.55798656,1,P_5,train,7,"new roman""><b><a unpredictable race in staten island</a></b><br",144
<21712509.1075845971208.JavaMail.evans@thyme>,0.31016392,1,P_3,val,10,five to fifteen business days ' notice is required .,5
<15265926.1075861246591.JavaMail.evans@thyme>,0.34187663,0,P_3,train,12,"this is called market , or "" systematic , "" risk .",299
<1543316.1075857639536.JavaMail.evans@thyme>,0.16159195,1,P_1,test,7,2/6 he sends me his stuff ...,15
<11935068.1075855035775.JavaMail.evans@thyme>,0.0465341659999999,1,P_0,train,23,"damon washington , rb nyg - blue balls updated 10/10/01 washington suffered a sprained shoulder during sunday 's game against the redskins .",170
<13213843.1075843681416.JavaMail.evans@thyme>,0.4278417000000001,1,P_4,test,23,they also must take into account many unknowns : will the judge overseeing pg&e 's bankruptcy proceeding seek to raise rates further ?,442
<26944551.1075849677775.JavaMail.evans@thyme>,0.4315535,1,P_4,test,18,"it 's easy to believe in my head , but 's harder to get off the couch .",27
<4759929.1075855348417.JavaMail.evans@thyme>,0.14156857,1,P_1,test,11,although he still had a ton of balls thrown his way,23
<25143113.1075845412943.JavaMail.evans@thyme>,0.68871367,0,P_6,train,15,by accessing and using this page you agree to the terms of servi= ce .,38
<1648465.1075841322430.JavaMail.evans@thyme>,0.36108348,0,P_3,test,27,"set = it up with ease , then let automatic tracking integrate data on values and = vesting into your portfolio view , reports and graphs .",23
<5308668.1075852131430.JavaMail.evans@thyme>,0.13342373,0,P_1,train,12,24 1.000 texas tech 0 0 0 0 .000 0 0 0,17
<20866423.1075840269736.JavaMail.evans@thyme>,0.2265469,0,P_2,train,7,november 29 jiang zemin 's legacy :,13
<14699860.1075861375899.JavaMail.evans@thyme>,0.17308141,0,P_1,test,24,"pe= ople are trying to take the time to come up with something for the intermed= iate term , ' ' the executive added.=20",892
<31241058.1075843642720.JavaMail.evans@thyme>,0.5333412,0,P_5,val,14,"post - money , the company is valued a= t=20 $ 18 million .",160
<19339037.1075840501945.JavaMail.evans@thyme>,0.28368858,0,P_2,test,5,FW: Fwd: Northern Border Stipulation,0
<15306654.1075845401512.JavaMail.evans@thyme>,0.20243266,0,P_2,train,35,"industry circles often show signs of nervousness and this is und= erstandable given the nature of change , but by and large i would say indi= an business is gearing itself up for competition .",340
<24258367.1075840945490.JavaMail.evans@thyme>,0.31756273,1,P_3,train,21,"` ` i think lay has gotten the message loud and clear , and that the effort is there . '",179
<16115480.1075849438623.JavaMail.evans@thyme>,0.9617321,0,P_9,train,21,to=20 hear from local residents about a proposed high voltage transmission line= = 20 that would crisscross area subdivisions and vineyards.=20,261
<10935319.1075848047484.JavaMail.evans@thyme>,0.95952344,1,P_9,train,12,place op - eds ( opinion pieces ) with key newspapers .,35
<18277445.1075845230393.JavaMail.evans@thyme>,0.18746018,0,P_1,train,10,"* company highlight : learncom , inc.(otcbb - lrcm )",2
<1042805.1075841368260.JavaMail.evans@thyme>,0.3085502999999999,1,P_3,test,8,february 19 2002letter to enron north america .,53
<3390225.1075840718308.JavaMail.evans@thyme>,0.17814459,1,P_1,train,33,"ky $ 30 each way to / from baltimore washington int'l , md midland / odessa , tx $ 30 each way to / from dallas , tx love field nashville , tn",24
<29989612.1075856485130.JavaMail.evans@thyme>,0.91704446,0,P_9,train,7,new packages can be downloaded from :,75
<9656418.1075840537347.JavaMail.evans@thyme>,0.3090255,1,P_3,train,7,the fine print : finish line :,26
<4644785.1075846378565.JavaMail.evans@thyme>,0.9461858,0,P_9,val,11,for your reading pleasure . . . . enron stories .,1
<2551334.1075843152597.JavaMail.evans@thyme>,0.22416785,0,P_2,train,10,so successful it 's getting stuck to his competitors'?=09products= .,365
<6591032.1075852559656.JavaMail.evans@thyme>,0.29681987,1,P_2,train,37,"on october 17 , 2001 a specimen of powder was collected from the mail > processing area of the haas school of business and sent to the california > department of health services laboratory for testing .",3
<18099390.1075840892464.JavaMail.evans@thyme>,0.3406656,0,P_3,train,6,here 's the fortune link ...,8
<9927711.1075840566722.JavaMail.evans@thyme>,0.3387664,1,P_3,train,12,parachute charles plumb was a u.s. navy jet pilot in vietnam .,5
<2945773.1075857270592.JavaMail.evans@thyme>,0.15104835,1,P_1,train,37,"we are implementing the recommended epa protocol for natural gas sampling which calls for twice per month the first six months , then once per quarter the first six quarters , then semi - annually thereafter .",13
<21558508.1075840736232.JavaMail.evans@thyme>,0.9598898,1,P_9,train,16,so let us know if they have helped make enron a better place to work .,18
<10052945.1075845397512.JavaMail.evans@thyme>,0.3518042,0,P_3,train,14,in the backdrop of the ongoing tussle between the state and the dabhol powe=,180
<1463789.1075858451567.JavaMail.evans@thyme>,0.8301369000000001,1,P_8,train,39,"we guarantee you will take away these valuable strategies : please reply with history , x your interest in your reply , and send : ( ) increase sales and customer retention ( ) reduce abandoned carts ( )",5
<9155104.1075855554644.JavaMail.evans@thyme>,0.1627672,0,P_1,train,7,do n't u dare delete ] ],3
<10513507.1075840472817.JavaMail.evans@thyme>,0.13180687,0,P_1,train,11,"to : sarnowski , julie ; baughman , edward cc :",31
<10148096.1075855426099.JavaMail.evans@thyme>,0.34405723,0,P_3,train,4,Update #2 -- 9/8/01,0
<7848612.1075860065349.JavaMail.evans@thyme>,0.1691855,1,P_1,train,8,by the associated press london ( ap ),4
<33070158.1075841875462.JavaMail.evans@thyme>,0.8505741,0,P_8,train,11,"it looked like he=01,d been there for quite a while .",166
<27269853.1075841078327.JavaMail.evans@thyme>,0.70604503,1,P_7,val,9,jewelry collection murano heart pearl bracelet - nice !,13
<13213843.1075843681416.JavaMail.evans@thyme>,0.086605,1,P_0,test,24,"the plants ' cooling towers release plumes of white steam , which can be seen for miles on a clear day . ? ?",786
<30034353.1075858361709.JavaMail.evans@thyme>,0.5880426,1,P_5,val,26,"kathy / brian , as i 'm sure you know we are trying to determine what is causing the canadian var to be so high .",1
<16174654.1075841379148.JavaMail.evans@thyme>,0.67789835,1,P_6,val,18,it appears enron has supported an income statement gain by a > contribution of its own shares .,80
<10967726.1075842556614.JavaMail.evans@thyme>,0.9290536,1,P_9,train,11,"if you have additional comments , please let me know .",20
<20946199.1075861682787.JavaMail.evans@thyme>,0.40295595,1,P_4,train,28,"on various occasions , we have sent bal day trades to the qse mos / ercot portal and it was not the result that we had expected .",26
<29641325.1075840097392.JavaMail.evans@thyme>,0.9420686,1,P_9,test,13,"jeff , i would be honored if you would accept this invitation .",6
<15749868.1075842000407.JavaMail.evans@thyme>,0.112006105,0,P_1,train,7,"luu , duong subject : re :",3
<26030450.1075847084796.JavaMail.evans@thyme>,0.97224325,0,P_9,train,23,"if you have comments or suggestions , including questions on how to have announcements created for etv , please send them to etv@enron.com",10
<7000397.1075862344168.JavaMail.evans@thyme>,0.35410106,1,P_3,train,17,many antitrust experts disagree -- and want state attorneys general to take action available to all readers,17
<30656253.1075840337911.JavaMail.evans@thyme>,0.9450841999999998,1,P_9,train,18,"if any of these lines should ring , we need to be sure to pick it up .",3
<17983066.1075858676794.JavaMail.evans@thyme>,0.11342584,1,P_1,train,9,there was something wrong with my last email .,1
<24948768.1075863301942.JavaMail.evans@thyme>,0.33328104,0,P_3,train,16,for : michael.mier@enron.com resource name : - [ read / write ] resource type : directory,3
<1172754.1075844086147.JavaMail.evans@thyme>,0.23655102,0,P_2,train,9,y;=20 110.260 excavation ; and 110.570 work permits :,26
<16360975.1075849453597.JavaMail.evans@thyme>,0.96996415,1,P_9,train,31,"i 'd like to be in the midst of the kid stage of domestic bliss , but i do n't think it 's possible to know where life will lead .",73
<11083349.1075851591426.JavaMail.evans@thyme>,0.5140437,0,P_5,train,66,"so far , the more cautious environment is n't affecting largest power trading= companies , but smaller energy trading companies may be having a harder tim= e allocating capital among their businesses , advisers said.=20 some of the larger firms involved in power trading include enron corp. ( ene= ) , american electric power co. ( aep ) , reliant resources inc. ( rri ) ,",481
<8477552.1075844993874.JavaMail.evans@thyme>,0.0006649217699999,0,P_0,test,12,? ? ? ? ? initial primary ? ? ? ? ?,21
<28897373.1075852472193.JavaMail.evans@thyme>,0.2520487999999999,0,P_2,train,6,DWR Q1 01 By Counter Party,0
<11231091.1075852568370.JavaMail.evans@thyme>,0.7688166999999999,0,P_7,train,10,"for more information , contact lynn lobner at lyoung@haas.berkeley.edu .",171
<29216201.1075855457218.JavaMail.evans@thyme>,0.5078323,0,P_5,train,21,"the rating would have been downgraded to n4 and a much higher risk of d= efault , i.e. market reactive .",39
<2012406.1075860900084.JavaMail.evans@thyme>,0.30173475,1,P_3,train,11,the company replaced 268 % of production during the year .,100
<29169560.1075842559347.JavaMail.evans@thyme>,0.59803665,1,P_5,test,106,"1/ maximum $ 0.6399 $ 0.0022 $ 0.0072 $ 0.6493 minimum $ 0.0023 $ 0.0022 $ 0.0000 $ 0.0045 1/ for invoicing purposes , the rates and surcharges set forth above will be applied , as appropriate , to a ) shipper 's maximum daily quantity ( "" mdq "" ) as stated in the transportation service agreement and b ) volumes of gas received by transporter from shipper for transportation after such mdq and volumes of gas received are multiplied by the current thermal conversion factor as defined in the general terms and conditions of this tariff ( "" thermal conversion factor "" ) .",14
<12343655.1075847990225.JavaMail.evans@thyme>,0.19153152,0,P_1,train,15,can he force pg&e 's parent= = 20 company to cough up some money ?,503
<19405830.1075862119834.JavaMail.evans@thyme>,0.84988713,1,P_8,test,16,i can make a copy of the tariff that i have just let me know .,14
<17405322.1075840994196.JavaMail.evans@thyme>,0.2881467,1,P_2,train,7,lee in minnesota who saved $ 46,7
<1179664.1075847763736.JavaMail.evans@thyme>,0.18619029,1,P_1,train,20,"a company spokesman , jay lawrence , said calenergy was going ahead with its suit despite davis ' proposal .",481
